31-PHRS-COLLECTION-PART05,Doctors often advise patients to __ __ __ sugar.,cut back on,phrase,/kʌt bæk ɒn/,/kʌt bæk ɑːn/,B2,To reduce the amount of something you use or do.,Cắt giảm lượng sử dụng hoặc mức độ làm điều gì.,,I am trying to cut back on coffee.,Tôi đang cố cắt giảm cà phê.,"reduce (giảm), use less (dùng ít hơn), scale back (thu hẹp)","increase (tăng), consume more (tiêu thụ nhiều hơn)"
32-PHRS-COLLECTION-PART05,She wants to __ __ __ screen time before bed.,cut down on,phrase,/kʌt daʊn ɒn/,/kʌt daʊn ɑːn/,B1,To make yourself use or do less of something.,Giảm bớt việc dùng hoặc làm một điều gì.,,We should cut down on plastic bags.,Chúng ta nên cắt giảm túi nhựa.,"reduce (giảm), limit (hạn chế), cut back on (cắt giảm)","increase (tăng), overuse (lạm dụng)"
33-PHRS-COLLECTION-PART05,It is rude to __ __ during a serious discussion.,cut in,phrase,/kʌt ɪn/,/kʌt ɪn/,B2,To interrupt someone who is speaking or move suddenly in front of another vehicle.,Chen ngang lời nói hoặc chen lên trước phương tiện khác.,,Please do not cut in while I am explaining.,Làm ơn đừng chen ngang khi tôi đang giải thích.,"interrupt (ngắt lời), butt in (xen vào), cut ahead (chen lên)","wait (chờ), listen (lắng nghe)"
34-PHRS-COLLECTION-PART05,"After months of stress, they wanted to __ __ for one night.",cut loose,phrase,/kʌt luːs/,/kʌt luːs/,C1,To free yourself from limits or start behaving freely.,Thoát khỏi ràng buộc hoặc sống tự do hơn.,,"After exams, the students finally cut loose.","Sau kỳ thi, học sinh cuối cùng cũng thoải mái vui chơi.","break free (thoát ra), let go (buông thả), free yourself (giải phóng bản thân)","hold back (kiềm chế), restrain (ràng buộc)"
35-PHRS-COLLECTION-PART05,Heavy snow can __ __ small villages in winter.,cut off,phrase,/kʌt ɒf/,/kʌt ɑːf/,B1,"To disconnect, stop the supply of something, or separate someone from others.","Cắt đứt, ngắt nguồn cung hoặc cô lập ai đó.",,The storm cut off electricity for hours.,Cơn bão đã làm mất điện trong nhiều giờ.,"disconnect (ngắt kết nối), stop supply (ngừng cung cấp), isolate (cô lập)","connect (kết nối), supply (cung cấp)"
36-PHRS-COLLECTION-PART05,You should __ __ unnecessary details from the report.,cut out,phrase,/kʌt aʊt/,/kʌt aʊt/,B1,To remove something by cutting or stop including it.,Cắt bỏ hoặc loại bỏ một thứ khỏi cái gì.,,The editor cut out two weak paragraphs.,Biên tập viên đã cắt bỏ hai đoạn yếu.,"remove (loại bỏ), delete (xóa), omit (bỏ đi)","include (bao gồm), add in (thêm vào)"
37-PHRS-COLLECTION-PART05,Rain may __ __ the outdoor concert.,cut short,phrase,/kʌt ʃɔːt/,/kʌt ʃɔːrt/,B2,To end something earlier than planned.,Rút ngắn hoặc kết thúc sớm hơn dự định.,,The meeting was cut short by a fire alarm.,Cuộc họp bị rút ngắn bởi chuông báo cháy.,"shorten (rút ngắn), end early (kết thúc sớm), interrupt (làm gián đoạn)","extend (kéo dài), prolong (gia hạn)"
38-PHRS-COLLECTION-PART05,This shortcut will __ __ the park and save time.,cut through,phrase,/kʌt θruː/,/kʌt θruː/,B2,To go through something directly or deal with it effectively.,Đi xuyên qua hoặc vượt qua điều gì một cách hiệu quả.,,The path cuts through the forest.,Con đường đi xuyên qua khu rừng.,"cross (băng qua), penetrate (xuyên qua), overcome (vượt qua)","go around (đi vòng), avoid (tránh)"
39-PHRS-COLLECTION-PART05,The company __ __ imported medical equipment.,deal in,phrase,/diːl ɪn/,/diːl ɪn/,B2,To buy and sell a particular type of product.,Kinh doanh hoặc buôn bán một loại hàng hóa cụ thể.,,That small shop deals in handmade furniture.,Cửa hàng nhỏ đó kinh doanh đồ nội thất thủ công.,"trade in (buôn bán), sell (bán), handle (kinh doanh)","buy for use (mua để dùng), give away (cho đi)"
40-PHRS-COLLECTION-PART05,A good manager can __ __ pressure calmly.,deal with,phrase,/diːl wɪð/,/diːl wɪð/,A2,"To handle a problem, task, or person.","Xử lý vấn đề, nhiệm vụ hoặc con người.",,She deals with customer complaints every day.,Cô ấy xử lý phàn nàn của khách hàng mỗi ngày.,"handle (xử lý), manage (xoay xở), cope with (đối phó với)","ignore (phớt lờ), avoid (tránh)"
41-PHRS-COLLECTION-PART05,They need to __ __ a location for the wedding.,decide on,phrase,/dɪˈsaɪd ɒn/,/dɪˈsaɪd ɑːn/,B1,To choose something after thinking about the options.,Quyết định chọn sau khi cân nhắc các lựa chọn.,,We finally decided on a simple design.,Cuối cùng chúng tôi đã quyết định chọn một thiết kế đơn giản.,"choose (chọn), settle on (chốt), select (lựa chọn)","reject (bác bỏ), remain undecided (chưa quyết định)"
42-PHRS-COLLECTION-PART05,The result will __ __ how much time we have.,depend on,phrase,/dɪˈpend ɒn/,/dɪˈpend ɑːn/,A2,"To rely on someone or something, or be affected by a condition.","Phụ thuộc hoặc trông cậy vào ai, điều gì.",,Children depend on adults for safety.,Trẻ em phụ thuộc vào người lớn để được an toàn.,"rely on (dựa vào), count on (trông cậy vào), be determined by (được quyết định bởi)","stand alone (độc lập), distrust (không tin)"
43-PHRS-COLLECTION-PART05,The music began to __ __ as we walked away.,die away,phrase,/daɪ əˈweɪ/,/daɪ əˈweɪ/,B2,To become gradually quieter or weaker until it disappears.,Nhỏ dần hoặc yếu dần cho đến khi biến mất.,,The sound of the train died away in the distance.,Âm thanh của đoàn tàu nhỏ dần ở phía xa.,"fade (phai dần), diminish (giảm dần), disappear gradually (biến mất dần)","grow louder (to hơn), intensify (mạnh lên)"
44-PHRS-COLLECTION-PART05,Wait for the noise to __ __ before speaking.,die down,phrase,/daɪ daʊn/,/daɪ daʊn/,B2,"To become less strong, active, or noticeable.","Lắng xuống, dịu đi hoặc bớt rõ rệt.",,The wind died down after midnight.,Gió đã dịu đi sau nửa đêm.,"subside (lắng xuống), calm down (dịu đi), lessen (giảm bớt)","increase (tăng), flare up (bùng lên)"
45-PHRS-COLLECTION-PART05,Fish may __ __ if the river becomes polluted.,die off,phrase,/daɪ ɒf/,/daɪ ɑːf/,C1,To die one after another until few or none remain.,Chết dần hàng loạt cho đến khi còn rất ít hoặc không còn.,,Many plants died off during the long drought.,Nhiều cây đã chết dần trong đợt hạn hán dài.,"perish gradually (chết dần), disappear (biến mất), decline (suy giảm)","thrive (phát triển mạnh), multiply (sinh sôi)"
46-PHRS-COLLECTION-PART05,Rare languages can __ __ when communities stop using them.,die out,phrase,/daɪ aʊt/,/daɪ aʊt/,B2,"To disappear completely, especially a species, custom, or skill.",Tuyệt chủng hoặc biến mất hoàn toàn.,,Some traditional crafts may die out without young learners.,Một số nghề thủ công truyền thống có thể biến mất nếu không có người trẻ học.,"become extinct (tuyệt chủng), disappear (biến mất), vanish (biến mất)","survive (tồn tại), spread (lan rộng)"
47-PHRS-COLLECTION-PART05,The city hopes to __ __ __ single-use plastic bags.,do away with,phrase,/duː əˈweɪ wɪð/,/duː əˈweɪ wɪð/,C1,To get rid of something or stop using it.,Loại bỏ hoặc chấm dứt việc sử dụng điều gì.,,The school did away with paper forms.,Nhà trường đã bỏ các biểu mẫu giấy.,"abolish (bãi bỏ), eliminate (loại bỏ), remove (xóa bỏ)","keep (giữ), preserve (duy trì)"
48-PHRS-COLLECTION-PART05,"During the trip, we had to __ __ hot water.",do without,phrase,/duː wɪˈðaʊt/,/duː wɪˈðaʊt/,B2,To manage despite not having something.,Xoay xở dù không có điều gì.,,We had to do without internet for two days.,Chúng tôi phải xoay xở không có internet trong hai ngày.,"manage without (xoay xở khi không có), get by without (tạm ổn khi thiếu), cope without (đối phó khi thiếu)","depend on (phụ thuộc vào), require (cần)"
49-PHRS-COLLECTION-PART05,We missed the sign and had to __ __.,double back,phrase,/ˈdʌb.əl bæk/,/ˈdʌb.əl bæk/,B2,To turn around and go back the way you came.,Quay trở lại theo con đường cũ.,,We doubled back when we realized the road was closed.,Chúng tôi quay lại đường cũ khi nhận ra con đường đã bị đóng.,"turn back (quay lại), retrace your steps (quay lại theo lối cũ), go back (trở lại)","continue forward (tiếp tục tiến), press on (đi tiếp)"
50-PHRS-COLLECTION-PART05,The lecture seemed to __ __ forever.,drag on,phrase,/dræɡ ɒn/,/dræɡ ɑːn/,B2,To continue for too long in a boring or unpleasant way.,Kéo dài quá lâu một cách chán hoặc khó chịu.,,The meeting dragged on for three hours.,Cuộc họp kéo dài lê thê suốt ba giờ.,"last too long (kéo dài quá lâu), continue slowly (tiếp diễn chậm chạp), linger (kéo dài)","end quickly (kết thúc nhanh), finish early (kết thúc sớm)"
51-PHRS-COLLECTION-PART05,You can __ __ past experience when solving this problem.,draw on,phrase,/drɔː ɒn/,/drɑː ɑːn/,B2,"To use knowledge or experience, or slowly get closer in time.","Tận dụng kiến thức, kinh nghiệm hoặc dần đến gần về thời gian.",,Writers often draw on their own memories.,Nhà văn thường dựa vào ký ức của chính mình.,"use (sử dụng), rely on (dựa vào), approach (đến gần)","ignore (bỏ qua), waste (lãng phí)"
52-PHRS-COLLECTION-PART05,We need to __ __ a list of safety rules.,draw up,phrase,/drɔː ʌp/,/drɑː ʌp/,B2,To prepare a written plan or bring a vehicle to a stop.,Soạn thảo văn bản kế hoạch hoặc dừng xe lại.,,The lawyer drew up a new contract.,Luật sư đã soạn thảo một hợp đồng mới.,"prepare (chuẩn bị), draft (soạn thảo), stop (dừng lại)","cancel (hủy), move off (rời đi)"
53-PHRS-COLLECTION-PART05,Children sometimes __ __ monsters after scary movies.,dream about,phrase,/driːm əˈbaʊt/,/driːm əˈbaʊt/,A2,To see images or events in your mind while sleeping.,Mơ thấy điều gì khi đang ngủ.,,I dreamed about my old school last night.,Tối qua tôi mơ về ngôi trường cũ.,"see in a dream (mơ thấy), imagine while sleeping (tưởng tượng khi ngủ)","wake up (tỉnh dậy), forget (quên)"
54-PHRS-COLLECTION-PART05,Many young athletes __ __ playing for their country.,dream of,phrase,/driːm əv/,/driːm əv/,B1,To hope strongly for something or imagine it as a possibility.,Mơ ước hoặc mong muốn mãnh liệt về điều gì.,,She dreams of opening her own bakery.,Cô ấy mơ ước mở tiệm bánh của riêng mình.,"hope for (hy vọng), long for (khao khát), aspire to (mong muốn đạt được)","give up on (từ bỏ), dismiss (gạt bỏ)"
55-PHRS-COLLECTION-PART05,We have to __ __ for the school concert.,dress up,phrase,/dres ʌp/,/dres ʌp/,A2,To wear special or formal clothes.,Ăn mặc đẹp hoặc hóa trang.,,The children dressed up as superheroes.,Bọn trẻ hóa trang thành siêu anh hùng.,"wear costume (hóa trang), wear formal clothes (ăn mặc trang trọng), smarten up (ăn mặc chỉnh tề)","dress down (ăn mặc giản dị), undress (cởi đồ)"
56-PHRS-COLLECTION-PART05,Old friends can __ __ when they live far away.,drift apart,phrase,/drɪft əˈpɑːt/,/drɪft əˈpɑːrt/,B2,To gradually become less close to someone.,Dần trở nên xa cách với ai đó.,,We drifted apart after leaving university.,Chúng tôi dần xa cách sau khi rời đại học.,"grow apart (xa cách dần), become distant (trở nên xa cách), lose touch (mất liên lạc)","grow closer (thân thiết hơn), reconnect (kết nối lại)"
57-PHRS-COLLECTION-PART05,The report will __ __ __ customer spending habits.,drill down into,phrase,/drɪl daʊn ˈɪn.tuː/,/drɪl daʊn ˈɪn.tuː/,C1,To examine information in more detail.,Tìm hiểu sâu hoặc phân tích chi tiết thông tin.,,The analyst drilled down into the sales data.,Nhà phân tích đã đi sâu vào dữ liệu bán hàng.,"analyze deeply (phân tích sâu), examine closely (xem xét kỹ), investigate (điều tra)","skim (xem lướt), overlook (bỏ sót)"
58-PHRS-COLLECTION-PART05,Bad service can __ __ loyal customers.,drive away,phrase,/draɪv əˈweɪ/,/draɪv əˈweɪ/,B1,To leave in a vehicle or make someone leave.,Lái xe đi hoặc xua đuổi ai đó.,,The loud noise drove away the birds.,Tiếng ồn lớn đã xua đuổi đàn chim.,"leave by car (lái xe đi), chase away (xua đuổi), repel (đẩy lùi)","attract (thu hút), arrive (đến)"
59-PHRS-COLLECTION-PART05,The bus will __ __ in two minutes.,drive off,phrase,/draɪv ɒf/,/draɪv ɑːf/,B1,To leave a place in a vehicle.,Lái xe rời khỏi một nơi.,,The taxi drove off before I could wave.,Chiếc taxi lái đi trước khi tôi kịp vẫy tay.,"leave by car (lái xe đi), depart (rời đi), pull away (lăn bánh rời đi)","pull in (tấp vào), arrive (đến)"
60-PHRS-COLLECTION-PART05,"It was late, but we decided to __ __ to the next town.",drive on,phrase,/draɪv ɒn/,/draɪv ɑːn/,B1,To continue driving.,Tiếp tục lái xe.,,We drove on until we found a petrol station.,Chúng tôi tiếp tục lái xe cho đến khi tìm thấy trạm xăng.,"continue driving (tiếp tục lái), keep going (tiếp tục đi), proceed (đi tiếp)","stop (dừng lại), pull over (tấp vào)"
